8.016784452,1184.103535
8.033568905,1184.368687
8.050353357,1184.633838
8.067137809,1184.457071
8.083922261,1184.457071
8.100706714,1184.280303
8.117491166,1184.280303
8.134275618,1184.457071
8.151060071,1184.457071
8.167844523,1184.633838
8.184628975,1184.633838
8.201413428,1184.457071
8.21819788,1184.280303
8.234982332,1184.280303
8.251766784,1184.545455
8.268551237,1185.429293
8.285335689,1186.401515
8.302120141,1187.19697
8.318904594,1187.727273
8.335689046,1188.080808
8.352473498,1188.699495
8.369257951,1189.936869
8.386042403,1191.262626
8.402826855,1192.058081
8.419611307,1192.5
8.43639576,1192.411616
8.453180212,1192.234848
8.469964664,1192.234848
8.486749117,1192.234848
8.503533569,1191.969697
8.520318021,1191.616162
8.537102473,1191.35101
8.553886926,1191.35101
8.570671378,1191.35101
8.58745583,1191.439394
8.604240283,1191.792929
8.621024735,1191.969697
8.637809187,1191.616162
8.65459364,1191.262626
8.671378092,1191.35101
8.688162544,1191.35101
8.704946996,1191.616162
8.721731449,1191.881313
8.738515901,1191.881313
8.755300353,1191.881313
8.772084806,1192.058081
8.788869258,1191.969697
8.80565371,1191.616162
8.822438163,1191.35101
8.839222615,1191.35101
8.856007067,1191.35101
8.872791519,1191.35101
8.889575972,1191.174242
8.906360424,1190.997475
8.923144876,1190.997475
8.939929329,1190.997475
8.956713781,1191.174242
8.973498233,1191.439394
8.990282686,1191.792929
9.007067138,1192.146465
9.02385159,1192.058081
9.040636042,1191.969697
9.057420495,1191.616162
9.074204947,1191.262626
9.090989399,1191.35101
9.107773852,1191.35101
9.124558304,1191.085859
9.141342756,1190.820707
9.158127208,1190.997475
9.174911661,1190.997475
9.191696113,1191.174242
9.208480565,1191.35101
9.225265018,1191.35101
9.24204947,1191.35101
9.258833922,1191.527778
9.275618375,1191.527778
9.292402827,1191.704545
9.309187279,1191.881313
9.325971731,1192.058081
9.342756184,1192.058081
9.359540636,1192.234848
9.376325088,1192.234848
9.393109541,1192.234848
9.409893993,1192.234848
9.426678445,1192.234848
9.443462898,1192.234848
9.46024735,1192.058081
9.477031802,1192.058081
9.493816254,1192.323232
9.510600707,1192.676768
9.527385159,1193.207071
9.544169611,1193.737374
9.560954064,1193.560606
9.577738516,1193.295455
9.594522968,1193.472222
9.61130742,1193.64899
9.628091873,1193.914141
9.644876325,1194.267677
9.661660777,1194.621212
9.67844523,1194.974747
9.695229682,1195.239899
9.712014134,1195.239899
9.728798587,1195.505051
9.745583039,1195.770202
9.762367491,1195.505051
9.779151943,1195.239899
9.795936396,1195.505051
9.812720848,1195.770202
9.8295053,1195.593434
9.846289753,1195.770202
9.863074205,1196.388889
9.879858657,1197.007576
9.89664311,1197.007576
9.913427562,1196.830808
9.930212014,1197.09596
9.946996466,1197.361111
9.963780919,1197.09596
9.980565371,1196.742424
9.997349823,1196.477273
10.01413428,1196.477273
10.03091873,1196.742424
10.04770318,1196.919192
10.06448763,1196.565657
10.08127208,1196.212121
10.09805654,1196.300505
10.11484099,1196.565657
10.13162544,1196.919192
10.14840989,1197.184343
10.16519435,1197.184343
10.1819788,1197.361111
10.19876325,1197.979798
10.2155477,1198.598485
10.23233216,1198.775253
10.24911661,1198.863636
10.26590106,1199.305556
10.28268551,1199.924242
10.29946996,1200.631313
10.31625442,1201.161616
10.33303887,1200.984848
10.34982332,1200.719697
10.36660777,1201.338384
10.38339223,1201.780303
10.40017668,1201.25
10.41696113,1201.073232
10.43374558,1201.073232
10.45053004,1200.808081
10.46731449,1200.631313
10.48409894,1200.984848
10.50088339,1201.338384
10.51766784,1201.868687
10.5344523,1202.39899
10.55123675,1202.222222
10.5680212,1201.868687
10.58480565,1201.957071
10.60159011,1202.133838
10.61837456,1201.957071
10.63515901,1201.957071
10.65194346,1201.691919
10.66872792,1201.426768
10.68551237,1201.161616
10.70229682,1200.808081
10.71908127,1200.896465
10.73586572,1200.896465
10.75265018,1200.896465
10.76943463,1200.896465
10.78621908,1200.631313
10.80300353,1200.277778
10.81978799,1199.924242
10.83657244,1199.482323
10.85335689,1198.863636
10.87014134,1198.244949
10.8869258,1198.333333
10.90371025,1198.686869
10.9204947,1199.040404
10.93727915,1199.393939
10.9540636,1198.863636
10.97084806,1198.333333
10.98763251,1198.244949
11.00441696,1198.333333
11.02120141,1198.775253
11.03798587,1199.305556
11.05477032,1199.747475
11.07155477,1200.10101
11.08833922,1200.189394
11.10512367,1200.189394
11.12190813,1200.366162
11.13869258,1200.542929
11.15547703,1200.542929
11.17226148,1200.542929
